url_path,views_total,views_unique
/vishal2376/git-coach,48,29
/vishal2376/git-coach/blob/master/gradlew.bat,3,1
/vishal2376/git-coach/blob/master/screenshots/lesson.jpg,2,2
/vishal2376/git-coach/issues,2,2
/vishal2376/git-coach/releases/tag/v5.1,2,2
/vishal2376/git-coach/tree/master/app,2,2
/vishal2376/git-coach/tree/master/app/src,2,2
/vishal2376/git-coach/tree/master/app/src/main,2,2
/vishal2376/git-coach/tree/master/app/src/main/java/com/vishal2376/gitcoach,2,2
/vishal2376/git-coach/blob/master/app/src/main/java/com/vishal2376/gitcoach/fragments/ExploreFragment.kt,1,1
